seed,patient_id,complexity,complexity_group,dice_2d,dice_25d,hd95_2d,hd95_25d,fnr_2d,fnr_25d,fpr_2d,fpr_25d,delta_dice,delta_hd95,delta_fnr,delta_fpr
3,BraTS2021_01349,0.43435785421183243,top_10pct,0.6359911017197053,0.5933774834235566,4.2627177238464355,3.605551242828369,0.0,0.025,0.5391304347826087,0.5478260869565217,-0.042613618296148736,-0.6571664810180664,0.025,0.008695652173912993
3,BraTS2021_00718,0.18498931807359117,bottom_10pct,0.9310366999316617,0.9177606686860251,3.1622776985168457,4.242640495300293,0.012987012987012988,0.0,0.44871794871794873,0.47435897435897434,-0.013276031245636588,1.0803627967834473,-0.012987012987012988,0.025641025641025605
