seed,patient_id,complexity,complexity_group,dice_2d,dice_25d,hd95_2d,hd95_25d,fnr_2d,fnr_25d,fpr_2d,fpr_25d,delta_dice,delta_hd95,delta_fnr,delta_fpr
3,BraTS2021_01260,0.3138575440666767,high_complexity,0.9424771683671533,0.9453863268101375,2.85416316986084,2.8284270763397217,0.08695652173913043,0.09782608695652174,0.4126984126984127,0.25396825396825395,0.0029091584429841166,-0.025736093521118164,0.010869565217391311,-0.15873015873015872
3,BraTS2021_01349,0.43435785421183243,high_complexity,0.6359911017197053,0.5933774834235566,4.2627177238464355,3.605551242828369,0.0,0.025,0.5391304347826087,0.5478260869565217,-0.042613618296148736,-0.6571664810180664,0.025,0.008695652173912993
3,BraTS2021_01186,0.24808119338591272,medium_complexity,0.6490497236219084,0.5522478029531589,4.0,6.070820331573486,0.02040816326530612,0.061224489795918366,0.6132075471698113,0.6792452830188679,-0.09680192066874949,2.0708203315734863,0.04081632653061225,0.06603773584905659
3,BraTS2021_01119,0.2643162568449294,medium_complexity,0.6672927745442346,0.7384459914581356,12.436513900756836,26.270519256591797,0.08,0.0,0.3333333333333333,0.3238095238095238,0.07115321691390097,13.834005355834961,-0.08,-0.00952380952380949
3,BraTS2021_00516,0.20157935866217086,low_complexity,0.9131618831787935,0.9187391409274986,4.0,3.5168964862823486,0.0,0.0,0.6710526315789473,0.5657894736842105,0.0055772577487051,-0.48310351371765137,0.0,-0.10526315789473684
3,BraTS2021_00718,0.18498931807359117,low_complexity,0.9310366999316617,0.9177606686860251,3.1622776985168457,4.242640495300293,0.012987012987012988,0.0,0.44871794871794873,0.47435897435897434,-0.013276031245636588,1.0803627967834473,-0.012987012987012988,0.025641025641025605
3,BraTS2021_01156,0.21030183189102153,medium_complexity,0.8798664748363323,0.8795560117569914,7.191418647766113,8.037354469299316,0.0,0.0,0.39759036144578314,0.12048192771084337,-0.0003104630793409058,0.8459358215332031,0.0,-0.27710843373493976
3,BraTS2021_00552,0.2070390607812811,low_complexity,0.9106649647689438,0.9144909753679576,9.358928680419922,8.999663352966309,0.05333333333333334,0.04,0.2,0.0625,0.003826010599013885,-0.3592653274536133,-0.013333333333333336,-0.1375
3,BraTS2021_01350,0.3035497761438429,high_complexity,0.6514697060504733,0.7027693994968088,7.930325508117676,4.098484516143799,0.0,0.0,0.5321100917431193,0.44036697247706424,0.05129969344633556,-3.831840991973877,0.0,-0.09174311926605505
3,BraTS2021_01579,0.18784832441608398,low_complexity,0.9707096423315089,0.9705655514396493,2.0,2.0,0.017241379310344827,0.034482758620689655,0.1958762886597938,0.08247422680412371,-0.0001440908918596273,0.0,0.017241379310344827,-0.1134020618556701
